word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
OLIVE, STIM, HIGH, 1, 1.0972, 2.6906, 0.8826, 1.8080, 1.0508
ADMIRE, FOIL, LOW, 1, 8.2540, NA, NA, NA, NA
BRUT, STIM, LOW, 1, 0.5889, -0.3222, -2.4313, 2.1091, 0.8173
PIMPLE, FOIL, HIGH, 1, 0.9557, NA, NA, NA, NA
ASPECT, FOIL, LOW, 1, 0.5776, NA, NA, NA, NA
PERIOD, STIM, LOW, 1, 1.9930, -2.4184, -2.2493, -0.1691, 0.6839
MADE, STIM, LOW, 1, 0.7196, 2.4026, 2.7776, -0.3751, 0.5337
MUG, STIM, HIGH, 1, 1.8029, -2.9629, -0.8105, -2.1524, 1.0341
SPICE, FOIL, HIGH, 6, 1.9877, NA, NA, NA, NA
BOARD, FOIL, HIGH, 1, 1.0510, NA, NA, NA, NA
APPEAL, STIM, LOW, 1, 2.3580, -2.7914, 2.5184, 0.9734, 0.8173
BERRY, STIM, HIGH, 6, 1.3670, -2.3338, -2.3387, 0.0048, 0.3836
VETO, FOIL, LOW, 1, 0.9600, NA, NA, NA, NA
GENDER, FOIL, LOW, 1, 2.8290, NA, NA, NA, NA
LINEN, FOIL, HIGH, 1, 0.7344, NA, NA, NA, NA
FIRM, FOIL, LOW, 1, 0.6914, NA, NA, NA, NA
STIFLE, FOIL, LOW, 1, 0.8955, NA, NA, NA, NA
MULE, STIM, HIGH, 6, 1.3532, 1.4162, 1.0155, 0.4007, 0.5504
INFANT, FOIL, HIGH, 1, 0.7096, NA, NA, NA, NA
PAT, FOIL, LOW, 1, 0.5587, NA, NA, NA, NA
YARD, STIM, HIGH, 6, 1.4594, -0.8105, 3.1210, 2.3517, 1.4678
CHIC, STIM, LOW, 6, 1.3343, 0.5008, 0.5810, -0.0802, 1.0174
TOY, FOIL, HIGH, 1, 3.8740, NA, NA, NA, NA
BANK, STIM, HIGH, 6, 1.1398, 2.1346, 2.3634, -0.2288, 0.5337
BRANDY, FOIL, HIGH, 1, 1.1365, NA, NA, NA, NA
SCHOOL, STIM, HIGH, 1, 3.6359, -1.7011, -0.7670, -0.9342, 0.7172
TOW, FOIL, LOW, 1, 1.7260, NA, NA, NA, NA
HIM, STIM, LOW, 6, 1.3387, 1.1440, 0.0196, 1.1244, 0.4170
DUAL, STIM, LOW, 6, 1.3089, -0.8009, -0.5360, -0.2649, 0.5504
CITY, FOIL, HIGH, 1, 3.3600, NA, NA, NA, NA
TRAIN, FOIL, HIGH, 1, 2.9594, NA, NA, NA, NA
GLOOM, FOIL, LOW, 1, 1.1519, NA, NA, NA, NA
NO, STIM, LOW, 1, 0.6975, 0.0569, -2.3850, 2.4419, 0.4670
CABIN, STIM, HIGH, 1, 0.9878, -3.0455, -1.9738, -1.0717, 0.4003
PROOF, FOIL, LOW, 1, 0.6698, NA, NA, NA, NA
POLE, STIM, HIGH, 6, 0.9685, 1.2895, 2.3950, -1.1056, 0.5671
GAIT, FOIL, LOW, 1, 1.9394, NA, NA, NA, NA
UNREST, STIM, LOW, 1, 0.6498, 1.2404, 2.2102, -0.9698, 0.7839
KNOB, FOIL, HIGH, 1, 0.6324, NA, NA, NA, NA
PLOT, FOIL, LOW, 3, 2.0672, NA, NA, NA, NA
BUILD, STIM, LOW, 6, 1.3779, 1.3654, -2.5249, -2.3929, 2.1850
SELL, STIM, LOW, 6, 0.8436, 1.4394, 2.0117, -0.5723, 0.6005
ABOUT, FOIL, LOW, 1, 1.7115, NA, NA, NA, NA
SALAD, STIM, HIGH, 1, 0.6980, -0.1035, 1.2264, -1.3299, 0.8006
SO, FOIL, LOW, 1, 0.5923, NA, NA, NA, NA
FOOT, FOIL, HIGH, 1, 1.2564, NA, NA, NA, NA
REGRET, STIM, LOW, 6, 3.5262, 1.8537, 1.3145, 0.5391, 0.5838
VOLUME, FOIL, LOW, 1, 4.5518, NA, NA, NA, NA
SAVORY, STIM, LOW, 6, 1.2150, 0.2284, -0.0375, 0.2659, 3.4860
GROUP, STIM, LOW, 2, 1.5566, 0.0369, -0.6980, 0.7350, 0.6338
SMUT, FOIL, LOW, 1, 1.0308, NA, NA, NA, NA
WOOD, STIM, HIGH, 1, 0.7367, 0.1950, 1.2853, -1.0903, 0.8506
THROAT, FOIL, HIGH, 1, 1.1721, NA, NA, NA, NA
GARDEN, FOIL, HIGH, 1, 1.4927, NA, NA, NA, NA
CORN, STIM, HIGH, 1, 0.9978, 1.6521, 1.2181, 0.4340, 0.9007
LION, STIM, HIGH, 6, 1.2775, 0.8232, 1.0393, -0.2162, 1.0508
PEPPER, STIM, HIGH, 1, 1.0593, 2.1516, 2.1059, 0.0457, 0.6505
VISION, STIM, LOW, 6, 1.4111, -1.4982, 0.9643, -2.4625, 0.6338
MAD, FOIL, LOW, 1, 0.8454, NA, NA, NA, NA
CLEAR, STIM, LOW, 1, 1.5201, 2.5250, -2.1534, -1.6048, 0.4003
SHEET, STIM, HIGH, 6, 2.6427, 0.6070, 2.1869, -1.5799, 0.4170
WARE, FOIL, LOW, 1, 3.5437, NA, NA, NA, NA
YONDER, FOIL, LOW, 1, 0.5854, NA, NA, NA, NA
RAT, STIM, HIGH, 4, 3.6691, 0.3009, -3.1113, -2.8710, 0.5171
FRIGID, FOIL, LOW, 1, 0.9916, NA, NA, NA, NA
BANANA, FOIL, HIGH, 1, 8.9764, NA, NA, NA, NA
TEEM, STIM, LOW, 6, 1.0822, 1.5154, -1.6332, -3.1345, 0.6839
LEVEL, FOIL, LOW, 1, 1.2125, NA, NA, NA, NA
FAWN, FOIL, HIGH, 1, 0.7233, NA, NA, NA, NA
SANDAL, FOIL, HIGH, 1, 1.9677, NA, NA, NA, NA
OVEN, FOIL, HIGH, 1, 1.7875, NA, NA, NA, NA
PLAIT, STIM, LOW, 1, 0.8579, 2.7484, 0.1061, 2.6423, 0.8673
HORSE, FOIL, HIGH, 1, 0.6121, NA, NA, NA, NA
MUCH, STIM, LOW, 1, 1.6160, -2.4158, 1.1740, 2.6934, 0.4670
CAUSE, STIM, LOW, 1, 0.6732, 1.4194, -0.8407, 2.2601, 0.5671
FEE, STIM, LOW, 1, 1.7897, -1.7294, 0.0636, -1.7931, 0.5004
NAVE, STIM, LOW, 1, 5.1066, 2.9222, -0.4453, -2.9157, 2.4519
SKI, STIM, HIGH, 6, 1.3235, -2.1968, -1.5504, -0.6464, 0.5671
HAND, FOIL, HIGH, 1, 1.7081, NA, NA, NA, NA
JUICE, FOIL, HIGH, 1, 1.3179, NA, NA, NA, NA
FIRE, FOIL, HIGH, 1, 7.8807, NA, NA, NA, NA
LIZARD, FOIL, HIGH, 1, 0.6500, NA, NA, NA, NA
THREAD, STIM, HIGH, 6, 1.1918, -2.0775, -2.5132, 0.4357, 1.8014
CHERRY, STIM, HIGH, 1, 3.5185, -0.7292, 3.0955, 2.4586, 0.8840
SQUIB, STIM, LOW, 6, 1.2012, 3.1410, 0.9741, 2.1669, 0.8340
SHIP, STIM, HIGH, 6, 8.2416, -2.3795, -2.4580, 0.0785, 1.1342
SOLD, STIM, LOW, 1, 1.3009, -0.9057, 0.7448, -1.6506, 0.7005
ROPE, FOIL, HIGH, 1, 0.6146, NA, NA, NA, NA
BODY, STIM, HIGH, 1, 0.5886, -2.5682, 2.2350, 1.4800, 2.3184
ROBIN, FOIL, HIGH, 1, 0.6785, NA, NA, NA, NA
PEACH, FOIL, HIGH, 1, 0.6148, NA, NA, NA, NA
IN, FOIL, LOW, 1, 0.5335, NA, NA, NA, NA
COCK, STIM, HIGH, 6, 1.1268, -1.6603, -0.7125, -0.9478, 1.1509
THESE, STIM, LOW, 1, 2.3058, 0.4570, 0.0772, 0.3798, 1.5011
BOTTLE, FOIL, HIGH, 1, 3.7087, NA, NA, NA, NA
OFF, FOIL, LOW, 1, 0.6146, NA, NA, NA, NA
SHAWL, STIM, HIGH, 1, 1.6826, -1.7515, 2.0144, 2.5174, 0.6672
RIBBON, STIM, HIGH, 6, 1.1629, 0.4264, -0.7599, 1.1864, 0.8840
EARN, STIM, LOW, 1, 1.7097, 1.5775, -2.1112, -2.5945, 0.6171
BRIDGE, STIM, HIGH, 6, 4.6558, -0.7849, -0.0194, -0.7655, 0.5004
CANOE, FOIL, HIGH, 1, 1.5193, NA, NA, NA, NA
GOOD, FOIL, LOW, 1, 0.5845, NA, NA, NA, NA
OWL, FOIL, HIGH, 1, 0.6659, NA, NA, NA, NA
LATE, FOIL, LOW, 1, 0.8793, NA, NA, NA, NA
ITS, STIM, LOW, 6, 1.1625, -1.7115, -1.8847, 0.1731, 0.4337
HEDGE, FOIL, HIGH, 1, 1.4525, NA, NA, NA, NA
EQUITY, STIM, LOW, 6, 1.1067, -1.6393, 0.0102, -1.6494, 0.3336
DESK, FOIL, HIGH, 1, 1.2925, NA, NA, NA, NA
VARY, STIM, LOW, 1, 0.9729, -0.4673, 3.1080, 2.7079, 0.4337
DRAB, FOIL, LOW, 1, 4.5628, NA, NA, NA, NA
NEAR, FOIL, LOW, 1, 2.7889, NA, NA, NA, NA
CHISEL, STIM, HIGH, 1, 0.7221, 1.9857, 1.1647, 0.8211, 0.4837
MELEE, STIM, LOW, 6, 1.0558, -2.0928, 1.0232, -3.1160, 0.4170
SKATE, STIM, HIGH, 1, 0.9314, -0.4634, -0.6064, 0.1430, 0.2502
GILT, FOIL, LOW, 1, 1.3884, NA, NA, NA, NA
POLYP, FOIL, LOW, 1, 0.8636, NA, NA, NA, NA
SCOUT, FOIL, HIGH, 1, 1.2774, NA, NA, NA, NA
NONE, FOIL, LOW, 1, 0.6935, NA, NA, NA, NA
MOCKER, STIM, LOW, 1, 0.7583, -0.8408, 2.1051, -2.9459, 1.0675
LORRY, FOIL, LOW, 1, 1.2247, NA, NA, NA, NA
CAMERA, FOIL, HIGH, 1, 0.6344, NA, NA, NA, NA
POWER, FOIL, LOW, 1, 0.6511, NA, NA, NA, NA
RIDDLE, STIM, LOW, 6, 1.5028, 2.0618, 0.0000, 2.0618, 0.3503
DONE, FOIL, LOW, 6, 0.9485, NA, NA, NA, NA
FROST, STIM, HIGH, 6, 0.7115, 0.6018, -0.8912, 1.4930, 0.6171
CRIME, FOIL, LOW, 3, 1.0432, NA, NA, NA, NA
QUIET, FOIL, LOW, 6, 1.5659, NA, NA, NA, NA
CART, STIM, HIGH, 4, 2.7181, 2.0346, 2.0500, -0.0154, 0.7005
CLAMMY, STIM, LOW, 4, 1.3200, 2.3591, 1.8045, 0.5546, 0.3336
FRUGAL, FOIL, LOW, 6, 1.7510, NA, NA, NA, NA
HOOD, STIM, HIGH, 6, 2.6389, -0.0203, -1.0895, 1.0692, 0.4337
KNOWN, STIM, LOW, 6, 4.7567, -0.1850, 2.9473, -3.1322, 0.4670
SILVER, STIM, HIGH, 6, 0.9849, 2.6596, -1.9974, -1.6262, 0.7172
BIRD, FOIL, HIGH, 2, 1.6280, NA, NA, NA, NA
CREAM, STIM, HIGH, 6, 1.8405, -2.0798, 0.7203, -2.8001, 0.2835
HAY, STIM, HIGH, 1, 1.7936, -0.4960, 0.5722, -1.0682, 0.5337
MALADY, FOIL, LOW, 1, 0.6814, NA, NA, NA, NA
MINNOW, FOIL, HIGH, 1, 0.4987, NA, NA, NA, NA
BORNE, FOIL, LOW, 1, 0.5941, NA, NA, NA, NA
TROUT, FOIL, HIGH, 1, 0.5533, NA, NA, NA, NA
SKIN, FOIL, HIGH, 1, 0.6492, NA, NA, NA, NA
WIRE, STIM, HIGH, 1, 0.5675, 0.5883, -1.6882, 2.2765, 0.6005
WEAPON, STIM, HIGH, 6, 1.0524, -2.3710, -1.5757, -0.7953, 0.8673
MONTH, STIM, LOW, 1, 0.7843, -1.2207, -2.5760, 1.3553, 1.1175
ALKALI, STIM, LOW, 6, 0.8720, -2.6448, -2.5606, -0.0842, 0.4503
PORCH, FOIL, HIGH, 1, 0.7254, NA, NA, NA, NA
LUNG, STIM, HIGH, 6, 0.9607, -3.1413, 1.6648, 1.4772, 0.5337
PRAY, FOIL, LOW, 1, 0.8357, NA, NA, NA, NA
STAR, STIM, HIGH, 6, 1.5447, -2.2529, 0.3218, -2.5747, 0.4503
LISP, STIM, LOW, 6, 0.8459, 2.5200, 2.4725, 0.0476, 0.6171
CALL, STIM, LOW, 6, 0.9549, 0.1123, -0.7996, 0.9119, 0.3169
TOAD, FOIL, HIGH, 1, 0.6751, NA, NA, NA, NA
REBUS, STIM, LOW, 1, 0.5553, 2.6042, -1.7581, -1.9209, 0.2168
GLORY, STIM, LOW, 6, 1.1939, -2.4533, -0.6646, -1.7888, 0.3169
EASE, FOIL, LOW, 1, 0.7636, NA, NA, NA, NA
RADIO, FOIL, HIGH, 1, 1.0427, NA, NA, NA, NA
ELSE, STIM, LOW, 1, 0.6744, 2.6156, 2.2974, 0.3182, 0.4003
WAMPUM, FOIL, LOW, 1, 0.5646, NA, NA, NA, NA
JOB, STIM, LOW, 1, 0.6238, 2.4323, -0.6465, 3.0788, 0.5171
FISH, FOIL, HIGH, 1, 0.6922, NA, NA, NA, NA
APT, FOIL, LOW, 1, 0.7601, NA, NA, NA, NA
BOMB, STIM, HIGH, 1, 1.4984, -2.4994, -0.7928, -1.7066, 0.5337
HAUL, STIM, LOW, 6, 1.0853, -2.5429, 0.1701, -2.7131, 0.5171
WATER, FOIL, HIGH, 1, 0.6671, NA, NA, NA, NA
HORN, STIM, HIGH, 1, 0.7290, 1.7774, -2.3527, -2.1531, 0.4670
BUTYL, FOIL, LOW, 6, 0.8582, NA, NA, NA, NA
MOHUR, STIM, LOW, 4, 0.6484, 1.3048, -0.2684, 1.5732, 2.3017
KENNEL, FOIL, HIGH, 1, 1.1059, NA, NA, NA, NA
CEMENT, STIM, HIGH, 4, 1.4453, -0.8888, 3.1008, 2.2936, 0.5337
BRANCH, STIM, HIGH, 6, 1.1074, -0.5400, 0.4431, -0.9831, 0.8006
KNEE, FOIL, HIGH, 3, 1.0412, NA, NA, NA, NA
ABRUPT, FOIL, LOW, 1, 1.5588, NA, NA, NA, NA
RARITY, STIM, LOW, 6, 1.2198, -1.3962, -2.3854, 0.9892, 0.6672
MOMENT, FOIL, LOW, 1, 0.7261, NA, NA, NA, NA
TOE, STIM, HIGH, 1, 0.5197, -2.6138, 0.0293, -2.6431, 0.5671
SOFT, FOIL, LOW, 1, 0.7952, NA, NA, NA, NA
PIQUE, STIM, LOW, 1, 0.7345, -1.2631, -0.2863, -0.9768, 0.4337
ROE, STIM, LOW, 6, 1.4482, 1.0457, -1.4540, 2.4997, 0.3669
FRANK, FOIL, LOW, 1, 0.7602, NA, NA, NA, NA
IVY, STIM, HIGH, 6, 2.5301, 2.9277, 2.3924, 0.5353, 0.5004
CROCK, FOIL, LOW, 1, 1.0024, NA, NA, NA, NA
RAPID, STIM, LOW, 1, 4.9049, 2.0957, -0.0466, 2.1423, 0.5004
STRAW, FOIL, HIGH, 6, 1.0025, NA, NA, NA, NA
MAR, FOIL, LOW, 1, 0.6189, NA, NA, NA, NA
BIT, STIM, LOW, 1, 0.5070, -0.7078, -0.5880, -0.1198, 0.3336
MOTH, STIM, HIGH, 1, 0.6156, -0.1196, 0.0052, -0.1248, 0.8340
DIRGE, FOIL, LOW, 1, 0.8707, NA, NA, NA, NA
RICH, STIM, LOW, 1, 0.8133, -2.9973, -2.3274, -0.6699, 0.4837
SWORD, FOIL, HIGH, 1, 0.6339, NA, NA, NA, NA
HAWK, STIM, HIGH, 1, 2.6960, 1.3648, 3.1228, -1.7580, 0.6005
TICKET, FOIL, HIGH, 1, 0.5017, NA, NA, NA, NA
TRUCE, FOIL, LOW, 1, 4.1927, NA, NA, NA, NA
BONE, STIM, HIGH, 6, 1.0338, -0.7458, -1.4142, 0.6683, 0.4837
NEST, STIM, HIGH, 1, 0.6373, -1.3281, 0.5520, -1.8801, 0.3836
ARM, FOIL, HIGH, 1, 0.5272, NA, NA, NA, NA
BROKEN, FOIL, LOW, 1, 0.6240, NA, NA, NA, NA
CAKE, FOIL, HIGH, 1, 1.0921, NA, NA, NA, NA
TIGER, STIM, HIGH, 6, 1.3181, 1.7639, -0.6794, 2.4433, 0.5337
RIVER, FOIL, HIGH, 1, 0.8408, NA, NA, NA, NA
BEAT, STIM, LOW, 1, 0.8808, -1.9088, 0.5527, -2.4615, 1.1842
STINGY, STIM, LOW, 1, 0.6612, 2.6456, 2.4280, 0.2176, 0.5004
THEN, FOIL, LOW, 1, 1.4592, NA, NA, NA, NA
RING, STIM, HIGH, 6, 0.8079, -1.5214, 3.0886, 1.6732, 1.5512
WHO, STIM, LOW, 1, 0.6018, -0.8874, -0.0898, -0.7976, 5.4208
BATH, STIM, HIGH, 6, 1.1603, -2.9868, -2.3124, -0.6744, 1.2843
HAZARD, FOIL, LOW, 1, 1.1047, NA, NA, NA, NA
SKUNK, FOIL, HIGH, 1, 0.5791, NA, NA, NA, NA
BOX, STIM, HIGH, 1, 0.5597, -0.1513, 0.1059, -0.2572, 1.2509
KNIFE, FOIL, HIGH, 1, 1.3602, NA, NA, NA, NA
MOVIE, FOIL, HIGH, 1, 0.6505, NA, NA, NA, NA
GOWN, STIM, HIGH, 6, 0.8767, 1.5831, -0.3698, 1.9529, 2.8688
SMOOTH, STIM, LOW, 6, 0.8831, 0.9273, -1.0207, 1.9480, 2.2350
PIANO, FOIL, HIGH, 1, 0.7826, NA, NA, NA, NA
ARTIST, FOIL, HIGH, 1, 0.5481, NA, NA, NA, NA
WINDOW, FOIL, HIGH, 1, 0.6256, NA, NA, NA, NA
ALIAS, STIM, LOW, 1, 1.3550, -1.7070, 2.7986, 1.7776, 1.2009
CRYPT, FOIL, HIGH, 1, 1.2253, NA, NA, NA, NA
CANDY, STIM, HIGH, 2, 0.9798, 1.3722, 2.2085, -0.8363, 0.6672
FLAME, FOIL, HIGH, 1, 0.8655, NA, NA, NA, NA
FACE, FOIL, HIGH, 1, 0.6418, NA, NA, NA, NA
THUD, STIM, LOW, 6, 1.0551, 0.5637, 0.0099, 0.5538, 0.2168
STOVE, STIM, HIGH, 1, 1.1116, -2.5932, -2.5167, -0.0765, 0.6338
ASSENT, STIM, LOW, 1, 1.3349, 2.0192, 2.3595, -0.3402, 2.4185
CHEST, FOIL, HIGH, 1, 0.8063, NA, NA, NA, NA
CLAW, FOIL, HIGH, 6, 1.7552, NA, NA, NA, NA
SINE, FOIL, LOW, 1, 0.6195, NA, NA, NA, NA
TIE, STIM, HIGH, 1, 0.5359, 1.4561, -0.1863, 1.6424, 0.2502
IDIOM, FOIL, LOW, 1, 0.6447, NA, NA, NA, NA
UPON, FOIL, LOW, 1, 0.6866, NA, NA, NA, NA
SUN, FOIL, HIGH, 1, 0.6177, NA, NA, NA, NA
MARKET, STIM, HIGH, 1, 0.8677, -0.3495, 1.1140, -1.4635, 0.7506
SHOP, FOIL, HIGH, 1, 1.1190, NA, NA, NA, NA
SALOON, STIM, HIGH, 1, 1.0528, 0.8378, -0.4275, 1.2653, 1.0675
WOMAN, STIM, HIGH, 6, 0.7635, -3.0593, 1.0269, 2.1970, 0.4503
DOG, STIM, HIGH, 1, 0.7946, 2.3546, -1.5355, -2.3931, 0.5337
BRICK, STIM, HIGH, 6, 0.9606, -0.5070, -2.2363, 1.7293, 0.3336
TOLL, STIM, LOW, 1, 1.0763, 0.8175, -0.1733, 0.9908, 0.9674
SLOUGH, FOIL, LOW, 1, 0.6352, NA, NA, NA, NA
BIN, STIM, HIGH, 6, 1.6165, 0.5665, 0.8433, -0.2768, 0.3002
LIE, FOIL, LOW, 1, 0.7265, NA, NA, NA, NA
LIKEN, STIM, LOW, 6, 0.9407, 2.6233, -0.5198, -3.1401, 0.3002
SWELL, FOIL, LOW, 1, 0.5990, NA, NA, NA, NA
BALL, STIM, HIGH, 1, 0.7579, -0.4757, -2.6569, 2.1812, 0.5171
DRUG, FOIL, HIGH, 1, 1.7680, NA, NA, NA, NA
GRACE, STIM, LOW, 1, 0.9689, -0.8141, 2.5033, 2.9658, 0.5671
LEES, FOIL, LOW, 1, 0.8269, NA, NA, NA, NA
PLANT, STIM, HIGH, 1, 0.7032, -1.9048, -1.7359, -0.1688, 0.3169
BRAIN, STIM, HIGH, 1, 2.2829, 1.9512, 2.6086, -0.6574, 0.3836
BUCKET, FOIL, HIGH, 1, 0.7516, NA, NA, NA, NA
HARP, STIM, HIGH, 1, 0.7883, -2.0821, 0.1769, -2.2589, 0.2335
LONE, FOIL, LOW, 1, 0.8659, NA, NA, NA, NA
WEED, FOIL, HIGH, 2, 0.8899, NA, NA, NA, NA
PALACE, STIM, HIGH, 1, 0.5674, 0.9240, -2.5207, -2.8384, 0.4670
BOND, STIM, LOW, 6, 1.0794, -1.6899, -0.0607, -1.6292, 0.3336
SHED, FOIL, HIGH, 1, 0.6609, NA, NA, NA, NA
SEND, FOIL, LOW, 1, 0.7113, NA, NA, NA, NA
